Date,HB,HBName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2
2020-03-23,S92000003,Scotland,138,727,13.300402488108306,9.092572264910356,4,29,0.5305525064032199,582,8790,160.81229418221736,1074,164,15.27001862197393,10.01639344262295,1074,0,96.0,,12.0,,164,0
2020-03-24,S92000003,Scotland,167,894,16.355653128430298,11.361141602634468,7,36,0.6586169045005489,660,9450,172.88693743139407,1261,206,16.33624107850912,11.601106330669944,1261,0,96.0,,10.0,,206,0
2020-03-25,S92000003,Scotland,188,1082,19.795096963044276,14.050493962678376,11,47,0.8598609586534943,666,10116,185.0713501646542,1374,251,18.26783114992722,13.596679547731505,1374,0,123.0,,13.0,,251,0
2020-03-26,S92000003,Scotland,223,1305,23.874862788144892,17.21551408708379,12,59,1.079399926820344,758,10874,198.9388949871936,1459,269,18.437285812200138,15.44,1459,0,155.0,,15.0,,269,0
2020-03-27,S92000003,Scotland,274,1579,28.88766922795463,20.691547749725576,11,70,1.2806439809732897,710,11584,211.92828393706552,1445,322,22.28373702422145,17.289661207650955,1445,0,150.0,,16.0,,322,0
2020-03-28,S92000003,Scotland,204,1783,32.61983168679107,23.19795096963044,29,99,1.8111964873765092,619,12203,223.25283571167216,1204,259,21.511627906976745,18.366866690198847,1204,0,156.0,,17.0,,259,0
2020-03-29,S92000003,Scotland,197,1980,36.223929747530185,25.448225393340653,20,119,2.177094767654592,384,12587,230.27808269301133,948,262,27.637130801687764,19.7718197375927,948,0,136.0,,28.0,,262,0
2020-03-30,S92000003,Scotland,317,2297,42.0234174899378,28.72301500182949,30,149,2.725942188071716,838,13425,245.609220636663,1632,383,23.46813725490196,20.93746648074654,1632,0,193.0,,22.0,,383,0
2020-03-31,S92000003,Scotland,341,2638,48.2619831686791,31.90633004024881,38,187,3.421148920600073,954,14379,263.06256860592754,1800,399,22.166666666666668,21.750152098965728,1800,0,184.0,,18.0,,399,0
2020-04-01,S92000003,Scotland,389,3027,55.37870472008781,35.583607757043545,46,233,4.262714965239663,828,15207,278.21075740944013,1717,455,26.499708794408853,23.01812836844684,1717,0,216.0,,24.0,,455,0
2020-04-02,S92000003,Scotland,351,3378,61.800219538968165,37.92535675082327,36,269,4.921331869740213,750,15957,291.9319429198683,1618,416,25.71075401730532,24.08336549594751,1618,0,171.0,,18.0,,416,0
2020-04-03,S92000003,Scotland,381,3759,68.77058177826564,39.88291255031101,58,327,5.9824368825466525,829,16786,307.0984266373948,1712,467,27.278037383177573,24.842441915153795,1712,0,212.0,,27.0,,467,0
2020-04-04,S92000003,Scotland,260,4019,73.52725942188073,40.90742773508965,28,355,6.494694474935968,551,17337,317.178924259056,1241,327,26.349717969379533,25.39370078740157,1241,0,154.0,,21.0,,327,0
2020-04-05,S92000003,Scotland,225,4244,77.64361507500915,41.41968532747896,47,402,7.3545554335894625,484,17821,326.0336626417856,1117,294,26.320501342882725,25.29297776137308,1117,0,161.0,,25.0,,294,0
2020-04-06,S92000003,Scotland,404,4648,85.03476033662642,43.01134284668862,63,465,8.507135016465423,815,18636,340.9440175631175,1798,522,29.03225806451613,26.174679632827413,1798,0,202.0,,15.0,,522,0
2020-04-07,S92000003,Scotland,352,5000,91.47457006952068,43.212586900841565,49,514,9.403585803146726,786,19422,355.3238199780461,1696,449,26.474056603773583,26.88320029360492,1696,0,171.0,,16.0,,449,0
2020-04-08,S92000003,Scotland,343,5343,97.7497255762898,42.37102085620197,54,568,10.391511159897547,757,20179,369.1730698865715,1657,417,25.16596258298129,26.681428176031,1657,0,158.0,,13.0,,417,0
2020-04-09,S92000003,Scotland,304,5647,103.31137943651666,41.51115989754848,66,634,11.59897548481522,788,20967,383.589462129528,1653,389,23.5329703569268,26.347250321868675,1653,0,130.0,,12.0,,389,0
2020-04-10,S92000003,Scotland,329,5976,109.33040614709113,40.55982436882547,58,692,12.660080497621662,783,21750,397.9143798024149,1691,403,23.832052040212893,25.80853220307749,1691,0,117.0,,8.0,,403,0
2020-04-11,S92000003,Scotland,185,6161,112.71496523966336,39.18770581778266,50,742,13.574826198316869,538,22288,407.75704354189537,1184,261,22.04391891891892,25.33345683586513,1184,0,80.0,,9.0,,261,0
2020-04-12,S92000003,Scotland,220,6381,116.73984632272229,39.096231247713135,48,790,14.452982070984266,455,22743,416.08122941822177,1062,294,27.68361581920904,25.46317847500233,1062,0,85.0,,8.0,,294,0
2020-04-13,S92000003,Scotland,359,6740,123.30772045371388,38.27296011708745,41,831,15.203073545554336,742,23485,429.6560556165386,1575,429,27.23809523809524,25.118843886670472,1575,0,104.0,,8.0,,429,0
2020-04-14,S92000003,Scotland,346,7086,129.6377607025247,38.16319063300403,51,882,16.136114160263446,730,24215,443.0113428466887,1629,438,26.887661141804784,25.17462443785284,1629,0,101.0,,6.0,,438,0
2020-04-15,S92000003,Scotland,331,7417,135.69337724112697,37.943651664837176,42,924,16.90450054884742,876,25091,459.0376875228687,1740,399,22.93103448275862,24.80539206379343,1740,0,98.0,,6.0,,399,0
2020-04-16,S92000003,Scotland,428,7845,143.52360043907794,40.212221002561286,43,967,17.6911818514453,988,26079,477.113062568606,1969,513,26.0538344337227,25.225806451612904,1968,1,97.0,,9.0,,512,1
2020-04-17,S92000003,Scotland,394,8239,150.73179656055618,41.40139041346506,38,1005,18.386388583973652,948,27027,494.4566410537871,1855,462,24.90566037735849,25.38587252587616,1855,0,110.0,,5.0,,462,0
2020-04-18,S92000003,Scotland,264,8503,155.56165386022687,42.84668862056349,52,1057,19.33772411269667,708,27735,507.4094401756312,1397,323,23.120973514674304,25.456488821590806,1397,0,74.0,,7.0,,323,0
2020-04-19,S92000003,Scotland,159,8662,158.4705451884376,41.73069886571533,46,1103,20.17929015733626,553,28288,517.5265276253202,1115,220,19.730941704035875,24.680851063829788,1115,0,58.0,,8.0,,220,0
2020-04-20,S92000003,Scotland,348,9010,164.83717526527627,41.52945481156239,61,1164,21.29527991218441,999,29287,535.8031467252105,1983,442,22.28946041351488,23.930527036276523,1983,0,65.0,,5.0,,442,0
2020-04-21,S92000003,Scotland,400,9410,172.1551408708379,42.51738016831321,51,1215,22.22832052689353,1032,30319,554.6834979875595,2123,476,22.42110221384833,23.27204071581021,2123,0,70.0,,5.0,,476,0
2020-04-22,S92000003,Scotland,340,9750,178.3754116355653,42.68203439443835,46,1261,23.069886571533115,1057,31376,574.0212221002562,2113,419,19.82962612399432,22.73994424532059,2113,0,65.0,,5.0,,419,0
2020-04-23,S92000003,Scotland,314,10064,184.1200146359312,40.59641419685328,49,1310,23.96633735821441,1054,32430,593.304061470911,2034,396,19.469026548672566,21.69572107765452,2032,2,68.0,,7.0,,396,0
2020-04-24,S92000003,Scotland,306,10370,189.71825832418588,38.98646176362971,38,1348,24.661544090742776,1065,33495,612.788144895719,1979,363,18.342597271349167,20.70778405524168,1978,1,91.0,,7.0,,363,0
2020-04-25,S92000003,Scotland,184,10554,193.08452250274425,37.52286864251738,48,1396,25.53969996341017,716,34211,625.8873033296744,1409,222,15.755855216465578,19.89651928504233,1406,3,42.0,,1.0,,222,0
2020-04-26,S92000003,Scotland,171,10725,196.21295279912184,37.74240761068423,43,1439,26.326381266008053,710,34921,638.8766922795463,1315,212,16.121673003802282,19.52763198518061,1205,110,39.0,,1.0,,204,8
2020-04-27,S92000003,Scotland,434,11159,204.15294548115625,39.31577021587999,60,1499,27.4240761068423,1868,36789,673.0515916575192,3362,536,15.942891136228434,18.30484827345657,2327,1035,76.0,,1.0,,435,101
2020-04-28,S92000003,Scotland,383,11542,211.1598975484815,39.00475667764361,40,1539,28.155872667398462,1925,38714,708.2693011342847,3394,463,13.64172068355922,16.730744585415867,2405,989,72.0,,1.0,,387,76
2020-04-29,S92000003,Scotland,431,11973,219.04500548847423,40.66959385290889,38,1577,28.85107939992682,2873,41587,760.8305890962313,4607,498,10.809637508139788,14.861878453038674,2671,1936,49.0,,7.0,,380,118
2020-04-30,S92000003,Scotland,337,12310,225.2103915111599,41.090376875228685,43,1620,29.637760702524695,3074,44661,817.0691547749725,4937,435,8.811018837350618,12.993381897824122,3013,1924,56.0,,4.0,,369,66
2020-05-01,S92000003,Scotland,375,12685,232.07098426637396,42.35272594218807,48,1668,30.515916575192097,3288,47949,877.2228320526893,5240,460,8.778625954198473,11.646884272997031,2934,2306,56.0,,6.0,,347,113
2020-05-02,S92000003,Scotland,222,12907,236.13245517746063,43.04793267471644,44,1712,31.32089279180388,2267,50216,918.69740212221,3601,278,7.720077756178839,10.893559117024497,1834,1767,47.0,,3.0,,198,80
2020-05-03,S92000003,Scotland,188,13095,239.57189901207465,43.3589462129528,37,1749,31.997804610318333,2085,52301,956.8422978412,3541,244,6.890708839310928,10.159682030541802,1721,1820,40.0,,2.0,,156,88
2020-05-04,S92000003,Scotland,330,13425,245.609220636663,41.456275155506766,40,1789,32.729601170874496,2538,54839,1003.2747896084888,4592,434,9.451219512195122,9.400909334046537,3087,1505,52.0,,3.0,,370,64
2020-05-05,S92000003,Scotland,288,13713,250.8781558726674,39.71825832418588,50,1839,33.6443468715697,2726,57565,1053.1467252103914,4702,382,8.124202467035305,8.747597693786034,3098,1604,40.0,,2.0,,301,81
2020-05-06,S92000003,Scotland,307,14020,256.49469447493595,37.449688986461766,43,1882,34.43102817416758,2994,60559,1107.9216977680203,5031,422,8.387994434506062,8.390216154721273,3180,1851,46.0,,2.0,,329,93
2020-05-07,S92000003,Scotland,297,14317,261.9282839370655,36.7178924259056,40,1922,35.16282473472375,2858,63417,1160.2085620197586,4910,394,8.024439918533604,8.267704083246356,3228,1682,37.0,,0.0,,313,81
2020-05-08,S92000003,Scotland,258,14575,266.6483717526528,34.577387486278816,34,1956,35.78485181119649,2804,66221,1211.5075009147456,4799,344,7.168160033340279,8.012573774698486,3184,1615,33.0,,4.0,,261,83
2020-05-09,S92000003,Scotland,180,14755,269.9414562751556,33.80900109769484,34,1990,36.40687888766923,1922,68143,1246.6703256494695,3508,246,7.01254275940707,7.933597143132902,2114,1394,21.0,,1.0,,167,79
2020-05-10,S92000003,Scotland,153,14908,272.7405781192828,33.1686791072082,28,2018,36.91913648005855,1779,69922,1279.216977680205,3203,212,6.618794879800187,7.916734428362335,1942,1261,28.0,,1.0,,156,56
2020-05-11,S92000003,Scotland,265,15173,277.58873033296743,31.979509696304422,32,2050,37.50457372850347,3221,73143,1338.14489571899,5786,364,6.291047355686138,7.401609317761984,4183,1603,33.0,,2.0,,278,86
2020-05-12,S92000003,Scotland,230,15403,281.7965605561654,30.918404683497982,31,2081,38.071716062934506,2947,76090,1392.0600073179658,5413,326,6.022538333641235,7.068912710566616,3964,1449,37.0,,0.0,,257,69
2020-05-13,S92000003,Scotland,198,15601,285.41895353091843,28.92425905598244,42,2123,38.84010245151848,3325,79415,1452.890596414197,5518,268,4.856832185574484,6.50028668859583,3670,1848,27.0,,0.0,,196,72
2020-05-14,S92000003,Scotland,211,15812,289.2791803878522,27.35089645078668,35,2158,39.48042444200512,3681,83096,1520.234174899378,6194,293,4.730384242815628,5.964382208535487,4184,2010,28.0,,1.0,,218,75
2020-05-15,S92000003,Scotland,151,15963,292.0417124039517,25.39334065129893,26,2184,39.95609220636663,3040,86136,1575.8507135016464,5354,238,4.445274561075832,5.566674290942361,3545,1809,34.0,,2.0,,172,66
2020-05-16,S92000003,Scotland,103,16066,293.9260885473838,23.98463227222832,29,2213,40.48664471276985,2221,88357,1616.4837175265277,3998,149,3.726863431715858,5.21626346359894,2232,1766,19.0,,0.0,,97,52
2020-05-17,S92000003,Scotland,93,16159,295.62751555067695,22.88693743139407,26,2239,40.96231247713136,1766,90123,1648.7925356750825,3487,130,3.728133065672498,4.945454545454545,2252,1235,10.0,,1.0,,83,47
2020-05-18,S92000003,Scotland,141,16300,298.2070984266374,20.61836809366996,23,2262,41.38309549945115,3524,93647,1713.2638126600805,6306,229,3.631462099587694,4.502343534601599,4413,1893,29.0,,1.0,,180,49
2020-05-19,S92000003,Scotland,182,16482,301.5367727771679,19.74021222100256,28,2290,41.89535309184047,3930,97577,1785.1628247347237,6619,253,3.822329657047893,4.1626641050272175,3993,2626,14.0,,2.0,,191,62
2020-05-20,S92000003,Scotland,121,16603,303.75045737285035,18.331503841931944,22,2312,42.29784120014636,4055,101632,1859.348701061105,6621,187,2.824346775411569,3.833691904922367,4153,2468,19.0,,0.0,,138,49
2020-05-21,S92000003,Scotland,111,16714,305.7811928283937,16.50201244054153,24,2336,42.73691913648005,3333,104965,1920.3256494694476,5943,171,2.8773346794548207,3.540492590273429,3957,1986,13.0,,0.0,,123,48
2020-05-22,S92000003,Scotland,91,16805,307.446030003659,15.404317599707282,17,2353,43.04793267471644,3054,108019,1976.1983168679103,5361,156,2.909904868494684,3.325942350332594,3538,1823,16.0,,1.0,,104,52
2020-05-23,S92000003,Scotland,50,16855,308.3607757043542,14.434687156970362,11,2364,43.24917672886937,1967,109986,2012.18441273326,3843,104,2.706219099661723,3.22158198009429,2429,1414,14.0,,0.0,,70,34
2020-05-24,S92000003,Scotland,53,16908,309.3304061470911,13.702890596414198,8,2372,43.39553604098061,1968,111954,2048.1888035126235,3733,96,2.571658183766408,3.112475927757248,2129,1604,8.0,,1.0,,57,39
2020-05-25,S92000003,Scotland,96,17004,311.0867178924259,12.879619465788512,14,2386,43.65166483717526,3008,114962,2103.219904866447,5658,155,2.7394839165782963,2.969982529514533,3968,1690,14.0,,1.0,,105,50
2020-05-26,S92000003,Scotland,478,17482,319.83168679107206,18.294914013904133,14,2400,43.90779363336992,4835,119797,2191.6758141236737,8603,553,6.427990235964199,3.576278859212313,3867,4736,14.0,,0.0,,84,469
2020-05-27,S92000003,Scotland,66,17548,321.03915111598974,17.288693743139408,16,2416,44.20051225759239,2722,122519,2241.4745700695207,5126,109,2.126414358174015,3.5121645281835527,3463,1663,11.0,,0.0,,84,25
2020-05-28,S92000003,Scotland,55,17603,322.0453713867545,16.264178558360776,16,2432,44.49323088181485,2595,125114,2288.949871935602,4942,105,2.1246458923512748,3.4293994525841245,3451,1491,7.0,,0.0,,69,36
2020-05-29,S92000003,Scotland,30,17633,322.5942188071716,15.148188803512625,11,2443,44.6944749359678,2195,127309,2329.107208196121,4431,61,1.3766644098397651,3.255724350506385,3166,1265,11.0,,0.0,,38,23
2020-05-30,S92000003,Scotland,40,17673,323.3260153677278,14.965239663373582,6,2449,44.804244420051226,1518,128827,2356.878887669228,3269,79,2.4166411746711534,3.2380739332252118,2460,809,4.0,,0.0,,49,30
2020-05-31,S92000003,Scotland,23,17696,323.7467983900476,14.41639224295646,6,2455,44.914013904134656,1607,130434,2386.278814489572,3309,54,1.6319129646418855,3.1580734619955857,2489,820,11.0,,0.0,,37,17
2020-06-01,S92000003,Scotland,38,17734,324.44200512257595,13.35528723015002,3,2458,44.96889864617636,2294,132728,2428.247347237468,4682,88,1.8795386586928664,3.052790873639485,3547,1135,6.0,,1.0,,65,23
2020-06-02,S92000003,Scotland,46,17780,325.28357116721554,5.451884376143432,6,2464,45.07866813025979,2575,135303,2475.356750823271,5249,88,1.6765098113926462,1.8833849329205368,3951,1298,5.0,,1.0,,70,18
2020-06-03,S92000003,Scotland,34,17814,325.90559824368825,4.8664471276985,8,2472,45.22502744237102,2609,137912,2523.088181485547,5206,70,1.3446023818670765,1.7530880082346885,3688,1518,9.0,,1.0,,45,25
2020-06-04,S92000003,Scotland,35,17849,326.5459202341749,4.500548847420418,1,2473,45.24332235638492,2551,140463,2569.7585071350163,5267,75,1.4239605088285552,1.639448635915067,3742,1525,8.0,,0.0,,69,6
2020-06-05,S92000003,Scotland,24,17873,326.9849981705086,4.390779363336993,9,2482,45.40797658251006,2676,143139,2618.715697036224,5050,50,0.99009900990099,1.5734265734265735,3395,1655,10.0,,0.0,,41,9
2020-06-06,S92000003,Scotland,22,17895,327.3874862788145,4.061470911086718,3,2485,45.462861324551774,1992,145131,2655.1591657519207,3836,39,1.0166840458811262,1.4233565446792846,2572,1264,6.0,,0.0,,27,12
2020-06-07,S92000003,Scotland,17,17912,327.69849981705084,3.951701427003293,7,2492,45.590925722649104,1590,146721,2684.2480790340283,3384,28,0.8274231678486997,1.3405153945032748,2271,1113,7.0,,1.0,,14,14
2020-06-08,S92000003,Scotland,18,17930,328.02780826930115,3.5858031467252105,6,2498,45.70069520673253,2836,149557,2736.132455177461,5728,64,1.11731843575419,1.2277580071174377,3900,1828,3.0,,0.0,,51,13
2020-06-09,S92000003,Scotland,27,17957,328.52177094767654,3.238199780461032,1,2499,45.71899012074643,3035,152592,2791.65751920966,5980,69,1.153846153846154,1.1465559780557897,4249,1731,8.0,,0.0,,55,14
2020-06-10,S92000003,Scotland,29,17986,329.0523234540798,3.1467252103915118,5,2504,45.81046469081596,3251,155843,2851.134284668862,6100,59,0.9672131147540984,1.086433724713538,3917,2183,8.0,,1.0,,49,10
2020-06-11,S92000003,Scotland,21,18007,329.43651664837176,2.890596414196853,2,2506,45.84705451884376,2821,158664,2902.7442371020857,6184,48,0.7761966364812419,0.984501682201754,4244,1940,7.0,,0.0,,42,6
2020-06-12,S92000003,Scotland,30,18037,329.9853640687889,3.000365898280278,2,2508,45.88364434687157,2926,161590,2956.2751555067694,6028,46,0.7631055076310551,0.947905477980666,3936,2092,4.0,,0.0,,36,10
2020-06-13,S92000003,Scotland,22,18059,330.3878521770948,3.000365898280278,3,2511,45.93852908891328,1872,163462,2990.5232345407976,4101,34,0.8290660814435503,0.9278762831622452,2611,1490,6.0,,0.0,,26,8
2020-06-14,S92000003,Scotland,13,18072,330.6256860592755,2.927186242224661,4,2515,46.0117087449689,1650,165112,3020.7098426637394,3717,24,0.645682001614205,0.909138960833025,2409,1308,6.0,,0.0,,15,9
2020-06-15,S92000003,Scotland,21,18093,331.00987925356753,2.982070984266374,3,2518,46.06659348701061,2884,167996,3073.472374679839,6204,45,0.7253384912959381,0.8482539019679489,4215,1989,7.0,,0.0,,37,8
2020-06-16,S92000003,Scotland,17,18110,331.3208927918039,2.7991218441273324,6,2524,46.17636297109404,2967,170963,3127.753384559093,6702,30,0.4476275738585497,0.7326570345322266,4266,2436,6.0,,1.0,,23,7
2020-06-17,S92000003,Scotland,33,18143,331.9246249542627,2.872301500182949,3,2527,46.231247713135744,3268,174231,3187.5411635565315,7235,49,0.6772633033863165,0.6870628065022031,3954,3281,6.0,,1.0,,38,11
2020-06-18,S92000003,Scotland,14,18157,332.18075375045737,2.74423710208562,3,2530,46.286132455177466,3075,177306,3243.7980241492864,7281,35,0.480703200109875,0.6372976640496268,3715,3566,5.0,,0.0,,24,11
2020-06-19,S92000003,Scotland,24,18181,332.6198316867911,2.6344676180021955,0,2530,46.286132455177466,3040,180346,3299.414562751555,6812,39,0.5725190839694656,0.608770094169124,3618,3194,4.0,,0.0,,28,11
2020-06-20,S92000003,Scotland,6,18187,332.7296011708745,2.341748993779729,3,2533,46.34101719721917,1454,181800,3326.0153677277717,4026,10,0.2483854942871336,0.5526836124544393,2795,1231,2.0,,0.0,,5,5
2020-06-21,S92000003,Scotland,9,18196,332.89425539699965,2.268569337724113,2,2535,46.37760702524698,1344,183144,3350.603732162459,3358,16,0.4764740917212627,0.5382286510644433,2405,953,1.0,,0.0,,12,4
2020-06-22,S92000003,Scotland,10,18206,333.0772045371387,2.0673252835711677,3,2538,46.432491767288695,3190,186334,3408.9645078668127,7219,31,0.4294223576672669,0.492576173386813,3882,3337,8.0,,0.0,,28,3
2020-06-23,S92000003,Scotland,20,18226,333.4431028174168,2.12221002561288,1,2539,46.4507866813026,4182,190516,3485.47383827296,10258,30,0.2924546695262234,0.4546537054276992,4299,5959,6.0,,0.0,,16,14
2020-06-24,S92000003,Scotland,8,18234,333.589462129528,1.6648371752652764,1,2540,46.4690815953165,3697,194213,3553.110135382364,9795,17,0.1735579377233282,0.3651356950911813,3783,6012,5.0,,0.0,,9,8
2020-06-25,S92000003,Scotland,19,18253,333.9370654957922,1.756311745334797,0,2540,46.4690815953165,3230,197443,3612.202707647274,8990,34,0.3781979977753059,0.3507867929763367,3561,5429,3.0,,0.0,,23,11
2020-06-26,S92000003,Scotland,6,18259,334.0468349798756,1.427003293084523,0,2540,46.4690815953165,2974,200417,3666.611781924625,8135,18,0.2212661339889367,0.3012688051601939,3318,4817,1.0,,0.0,,10,8
2020-06-27,S92000003,Scotland,4,18263,334.1200146359312,1.390413465056714,4,2544,46.54226125137212,1513,201930,3694.291986827662,3936,10,0.2540650406504064,0.3017933489388868,2483,1453,4.0,,0.0,,7,3
2020-06-28,S92000003,Scotland,3,18266,334.17489937797296,1.2806439809732897,1,2545,46.56055616538602,1176,203106,3715.8068057080136,3279,6,0.1829826166514181,0.282879950399132,2321,958,4.0,,0.0,,4,2
2020-06-29,S92000003,Scotland,14,18280,334.4310281741676,1.3538236370289058,1,2546,46.57885107939993,2996,206102,3770.61836809367,8448,22,0.2604166666666666,0.2592683711511894,3969,4479,3.0,,0.0,,14,8
2020-06-30,S92000003,Scotland,8,18288,334.57738748627884,1.1342846688620565,0,2546,46.57885107939993,3659,209761,3837.559458470545,12223,19,0.1554446535220486,0.229901835565449,4030,8193,1.0,,0.0,,10,9
2020-07-01,S92000003,Scotland,11,18299,334.7786315404317,1.1891694109037687,0,2546,46.57885107939993,3544,213305,3902.396633735821,11979,16,0.133567075715836,0.2193367257413581,3767,8212,2.0,,0.0,,8,8
2020-07-02,S92000003,Scotland,13,18312,335.0164654226125,1.079399926820344,0,2546,46.57885107939993,3046,216351,3958.1229418221737,10378,17,0.1638080555020235,0.1850011990818459,3447,6931,2.0,,0.0,,5,12
2020-07-03,S92000003,Scotland,6,18318,335.1262349066959,1.079399926820344,1,2547,46.59714599341383,2836,219187,4010.0073179656056,9122,10,0.1096250822188116,0.168449423060726,3374,5748,2.0,,0.0,,4,6
2020-07-04,S92000003,Scotland,5,18323,335.2177094767655,1.0976948408342482,0,2547,46.59714599341383,1615,220802,4039.553604098061,4369,8,0.183108262760357,0.1638850797685541,2520,1849,2.0,,0.0,,6,2
2020-07-05,S92000003,Scotland,2,18325,335.2542993047933,1.079399926820344,1,2548,46.61544090742774,1262,222064,4062.641785583608,3414,6,0.1757469244288224,0.1635159261174978,2448,966,2.0,,0.0,,6,0
2020-07-06,S92000003,Scotland,8,18333,335.4006586169045,0.9696304427369192,0,2548,46.61544090742774,2801,224865,4113.885839736553,8973,18,0.2006018054162487,0.1554798372423831,4020,4953,4.0,,0.0,,13,5
